author,title,tag,partition,funs,like,coins,collect,share,danmu,reply,time,like_rate,views
赵德柱柱子,电视剧都没你们能编,娱乐 综艺,ent,121,67806,24,2239,44,18,65,635.2752778,0.11953249,567260
别想知道我叫什么,【Super Junior】我家的熊孩子E271.211212.仁英姐姐婚礼纯享中字cut,娱乐 综艺,ent,75,1991,149,1702,396,839,80,25.28888889,0.020479325,97220
孙芮芮芮芮芮芮,〔等等〕首场个人生日会丨Fan Meeting丨VLOG,娱乐 明星综合,ent,146012,4067,3172,1789,162,7168,722,98.00277778,0.027182377,149619
小修影视剪辑,杨幂好朋友向她借钱，要钱的时候，朋友直言这么大的明星还在乎两万块钱？,娱乐 明星综合,ent,180,34886,12,950,26,46,139,219.6211111,0.083728543,416656
Mic迈扣,我家的熊孩子 E271.211212 中字,娱乐 综艺,ent,104107,885,86,470,262,2981,114,51.56861111,0.007331439,120713
珍珠奶茶有亿点甜,【刘耀文】《男儿歌》舞台彩排直拍,娱乐 明星综合,ent,74,4779,209,2410,143,66,70,70.43861111,0.083696737,57099
倔强的upon,在拍呢，meme你看镜头啊一直看michi干嘛呀,娱乐 粉丝创作,ent,2933,4834,123,2041,146,74,111,50.60694444,0.074880724,64556
黎耀祥,【刘醒梁非凡合体】反 啵 风 暴,娱乐 明星综合,ent,163673,364128,270021,69053,48334,31555,10051,176.2819444,0.109776138,3317005
九月蜜糖日志,"""笑死！要是没有她，SM大型新女团会早几年出道吧""""SM围绕她建立了全新的概念，建模式的完成式爱豆太绝了！""aespa柳智敏刘知珉KARINA",娱乐 粉丝创作,ent,2192,3281,112,818,22,14,155,83.42722222,0.020245713,162059
水近夕林下,【朱一龙x孤勇者】他是龙，是天生的勇士,娱乐 粉丝创作,ent,275,3524,3915,2459,309,1146,530,69.88277778,0.16262864,21669
叨叨小强,土豪主播举行旋转门比赛，四个人谁能转到最后，就能得到一笔大奖,娱乐 综艺,ent,22486,1052,104,585,2,4,9,200.5280556,0.002243075,468999
劉明良,【欧美女神】果然上个世纪是决定我们审美的年代！！,影视 影视剪辑,cinephile,20900,144749,12148,72660,7433,2206,1147,98.82361111,0.098057466,1476165
非非宇Fay,算命先生15：贤柔哪有防人意（第一季大结局）,影视 短片,cinephile,859319,180897,27578,10991,1361,1959,3101,74.26083333,0.104738376,1727132
归舟四郎,【孤城闭原著向电影/耗时一年半/怀吉X徽柔】“她死于我们分离后的第八年，熙宁三年的春天”（1080p/中英双幕）,影视 影视杂谈,cinephile,36362,93466,98247,93697,23635,10328,4389,96.63861111,0.092152822,1014250
荒草音乐,日本人：看完他演的大佐，都感觉自己是外国人了！,影视 影视剪辑,cinephile,167136,115913,1121,9190,1328,771,887,54.59083333,0.091839847,1262121
猛虎电影,2008年，许多人不知道的一场事件，中国春运史上永远的痛。,影视 影视杂谈,cinephile,133272,78455,3034,13290,2512,2444,2326,73.70611111,0.069239561,1133095
看简介看动态已捐款,有些人说了再见，也许就是永别了,影视 影视剪辑,cinephile,1744,59786,371,6123,107,148,371,70.79222222,0.096973963,616516
工具人讲电影,《太空旅客》未来人类移民其他星球，飞船受到撞击乘客被唤醒！,影视 影视杂谈,cinephile,31570,67450,195,4948,83,543,485,100.6430556,0.058549127,1152024
虫哥说电影,包拯为何铡了千古奇渣陈世美？《包青天》大案件之《铡美案》！,影视 影视杂谈,cinephile,2370163,42967,11177,2625,634,6207,2232,56.31722222,0.08396781,511708
爱睡觉的_Koala,当你颓废时，不妨听听大佬们的人生格言！,影视 影视剪辑,cinephile,171191,20354,4647,11850,1190,332,623,51.62583333,0.040144373,507020
Trine-NieR,鱿鱼游戏X杰哥X阿伟,影视 短片,cinephile,762,24762,2595,10583,10653,2472,1148,98.19833333,0.045876115,539758
16ST,⚠️卧槽⚡绝⚡绝⚡绝⚡,影视 影视剪辑,cinephile,4745,24109,14145,9000,758,410,1193,72.5425,0.083657777,288186
夏天的黄橙子,《最后的勇士》小女孩捡到一朵发光的花，引发的魔法世界危机！,影视 影视杂谈,cinephile,14415,21780,149,2317,39,344,160,51.82277778,0.032078804,678953
老邪说电影,看完口吐芬芳！逆天吐槽乡土玛丽苏《木兰妈妈》,影视 影视杂谈,cinephile,2109211,39054,4326,1732,597,4677,1272,58.65916667,0.103243442,378271
洪大头Horsey,"校园悬疑微电影《外卖与贼》 | 偷外卖的同学,您吃得香吗？",影视 短片,cinephile,1741,25735,12340,7566,9228,1848,1862,81.15972222,0.077522532,331968
乌鸦预告片,拔叔版格林德沃亮相！魔幻大片《神奇动物3》首曝预告,影视 预告·资讯,cinephile,922934,19328,945,4104,15802,1261,2751,21.46305556,0.038166025,506419
low君热剧,【low君】《十大港剧OST》：盘点的不是歌，是我们被港剧霸屏的童年！,影视 影视杂谈,cinephile,2154490,31555,5877,2665,994,6703,2140,58.49277778,0.085533449,368920
军师电影解说,超级励志，瘾君子到世界冠军的蜕变《突破极限》,影视 影视杂谈,cinephile,78423,40983,351,5605,164,325,624,103.8538889,0.049619467,825946
番茄君说影,当一名抢手进入学校后...,影视 影视杂谈,cinephile,28148,36334,73,2948,30,34,261,93.78666667,0.066117597,549536
零栖官能团,“世人大多眼孔浅显，只见皮相，未见骨相。”,影视 影视剪辑,cinephile,631,39392,529,7666,224,1146,450,104.6669444,0.100897504,390416
译制组长小哈板,【中字】摄像师这辈子没这么无语过,影视 预告·资讯,cinephile,256796,42327,1389,17869,19439,319,740,149.4802778,0.040591471,1042756
小夭Jane,进来磕！博士带教师兄x本科见习师妹，晋江医生文果然没有骗人，磕死我了！,影视 影视剪辑,cinephile,3099,24469,3868,10726,11090,770,1266,96.32833333,0.051663999,473618
追剧少女韩芳芳,她曾经可以拥抱全世界，却只能自我毁灭与世界和解,影视 影视杂谈,cinephile,9191,61659,52,2578,26,39,107,121.6780556,0.08653919,712498
刘老师说电影,2021国产烂片爆笑盘点，暨第五届中国电影金菊花颁奖典礼！,影视 影视杂谈,cinephile,3911822,36888,12866,3432,1256,2875,972,3.674722222,0.134909373,273428
环球创意榜,小伙居然能和雕像对话,影视 短片,cinephile,23039,73249,274,6677,47,172,257,142.1080556,0.154508982,474076
小片片说大片,杨紫被潜规则出局？王传君粗口回应？9.4分神剧被禁？中国情景喜剧发展史·下,影视 影视杂谈,cinephile,5110765,31554,15238,4126,233,4294,2397,2.821111111,0.099027115,318640
人间见闻录,你没穷过，所以你不懂，他站在那里，风雨才会绕过你。,影视 短片,cinephile,37414,23898,1041,4108,432,292,601,99.02888889,0.049320497,484545
努力的Lorre,蜘蛛侠3新片段，章鱼博士对阵彼得，小虫身份曝光遭遇路人质问，彼得嘴炮打乱奇异思绪,影视 预告·资讯,cinephile,4152606,23954,372,903,538,182,1671,56.59333333,0.059997646,399249
小黄鸭鸭鸭剪辑,“不是有能力才是蜘蛛侠，真正的蜘蛛侠是面具后的那个人！”,影视 影视剪辑,cinephile,18954,124330,1986,13799,342,318,772,144.7408333,0.11578517,1073799
史蒂芬周大反派,真相找到了！吓疯全网的《动物园规则》为何会如此恐怖？,影视 影视杂谈,cinephile,388853,16081,1658,5020,701,619,1203,57.80055556,0.049790231,322975
咕咕辰辰,【让子弹飞】逐句翻译，麻子还是原谅了他们,影视 影视杂谈,cinephile,9147,15358,294,2352,249,23,148,86.68527778,0.03022794,508073
路過黃昏,他们变身，我也就看了几万遍！,影视 影视剪辑,cinephile,6901,193103,27343,50306,3724,3288,1575,298.375,0.048305216,3997560
陈翔六点半,陈翔六点半：若不是当年你撞了一下我的腰……,影视 短片,cinephile,1819573,35427,2382,673,373,789,1467,74.68916667,0.063569107,557299
小潮影视,农民工在工地老实搬砖，被参谋长忽悠去当兵！！,影视 影视杂谈,cinephile,3627,99481,116,5066,27,231,258,203.8375,0.08153512,1220100
电影冷角兽,女星意外怀孕：菲比改剧本瞒天过海，神奇女侠挺5个月孕肚而走险,影视 影视杂谈,cinephile,50148,98102,128,4125,36,204,158,150.155,0.078920397,1243050
黄埔观影视,何辅堂一夜成名，连狱中大哥都对他献殷勤；,影视 影视杂谈,cinephile,14931,34544,67,1187,14,90,67,116.6044444,0.048611893,710608
影片回忆录,越是关键时刻！越体现口才的重要性！,影视 影视剪辑,cinephile,444,56715,44,1693,27,34,69,119.7075,0.092723536,611657
是国超得不到的女人,高冷可以没有表情但不能呆滞！导演 你懂吗？！你懂吧！这俩人可以直接拍一部了！,影视 影视剪辑,cinephile,25006,44387,5740,6016,2099,1261,2494,102.0811111,0.078499235,565445
大喜唠嗑家,【四郎传】用皇帝视角打开甄嬛传5：《在后宫谈恋爱有多难》,影视 影视杂谈,cinephile,130992,31934,4050,1275,453,709,801,70.20611111,0.144284901,221326
橘里崽崽,卧槽！我当年一直以为是替身+特效！你敢信这是她不到18岁拍的打戏！！,影视 影视剪辑,cinephile,29098,16017,1504,3994,401,626,1060,57.80083333,0.056880167,281592
老白紙,老实人持枪进入飞机，让机长赶紧起飞，太阳会杀死一切,影视 影视杂谈,cinephile,173498,23000,222,3906,63,241,258,105.4130556,0.03272363,702856
三号电影,她以为他听不到，他以为她不会说,影视 影视剪辑,cinephile,169,27611,128,2360,116,64,149,96.70944444,0.074493256,370651
吖吖侃电影,原始人的一项发明，本以为文明推进了五百年，没想到是五千年,影视 影视杂谈,cinephile,20881,51368,149,3201,785,204,154,123.2941667,0.112322992,457324
董小姐的追剧Diary,治愈一切的灵药是爱你,影视 影视杂谈,cinephile,51444,26295,68,1771,28,30,113,104.5738889,0.067140399,391642
慧慧周,未知全貌，切勿定论,影视 短片,cinephile,19192,18909,223,1394,64,81,558,78.87,0.052200775,362236
海高清剪辑,当你穿战衣买东西跟不穿战衣买东西时,影视 影视剪辑,cinephile,7463,27553,12,962,2,15,106,74.745,0.098027566,281074
巍哥奇谈,解读《迷雾》出现的怪兽“蝎尾蝇”“翼鸫”和“灰寡妇”的故事！,影视 影视杂谈,cinephile,210800,14110,1005,2200,71,284,541,52.72972222,0.049303427,286187
半世疯癫一半世清闲,原来建国初期中国人学习汉字，速成识字法是这样来的。,影视 影视剪辑,cinephile,2705,14360,25,584,21,86,190,90.36777778,0.033600311,427377
0011LLYY,总有人带着生活的甜，走向你！,影视 短片,cinephile,198825,15900,1350,2357,698,455,483,99.4475,0.028818496,551729
梦花雪语,“她的剧本十个里有九个角色是反派，剧播时曾被全网怒骂，妈妈出门买菜时还被说她以后可能要嫁不出去了...但其实她一直是个低调又认真演戏的好演员”,影视 影视剪辑,cinephile,1584,184611,1822,22488,695,677,1764,312.0963889,0.090567776,2038374
棋局呀,孤独本是人生常态,影视 影视剪辑,cinephile,2891,141152,61470,89182,8410,5459,8397,191.7841667,0.068027027,2074940
陕西消防,真实！消防员版吃鸡现场！,影视 短片,cinephile,9701,42827,16073,3929,748,249,777,106.8730556,0.11092319,386096
嗑甜贩卖机,40部国产小甜剧，你嗑过多少部？,影视 影视剪辑,cinephile,81863,20489,7280,18257,2637,7038,1546,98.47972222,0.070546634,290432
柳夜熙,柳夜熙第二期：爱女燃灯烬，伏子慰长生,影视 短片,cinephile,234406,16038,1303,1383,402,539,831,48.19166667,0.060016615,267226
开心嘴炮,没有我洗不白的烂片！2021烂片宇宙颁奖典礼（都市篇上）,影视 影视杂谈,cinephile,2418145,22369,4744,1487,289,2392,882,9.553888889,0.107911101,207291
像素企鹅,后来才发现，他绝对称得上BUG级的存在!,影视 影视剪辑,cinephile,186042,407879,35317,43976,2260,4440,2296,334.1355556,0.079712208,5116895
慕影七,其实毒液还是很爱艾迪的，说不吃人就不吃人,影视 影视剪辑,cinephile,42252,83752,1957,8854,203,174,494,286.4902778,0.044275979,1891590
吱吱vbi,大哥先看中并养着的跑腿小弟是你能欺负的？找打这不是哈哈哈,影视 影视剪辑,cinephile,3142,18801,27,2177,70,16,191,75.06055556,0.074575478,252107
董DLOVE2000,汉服红楼梦登上山东卫视春晚,影视 影视剪辑,cinephile,517,47170,218,3885,249,316,306,128,0.180491463,261342
王左中右,如果王家卫拍谭谈交通2.0,影视 影视杂谈,cinephile,416685,50746,29694,7421,4348,2181,1072,98.73,0.107249813,473157
宿傩剪辑,#常远#搞笑#沙雕#不好意思我来事儿了！,影视 影视剪辑,cinephile,33222,61964,59,2722,132,55,151,316.4880556,0.100381347,617286
大D说小片,296人被“人肉祭祀”，韩国最没脸面对的事情，被日本拍成纪录片,影视 影视杂谈,cinephile,17692,368239,5611,68991,23323,7180,7233,629.4236111,0.076337633,4823820
渣剪_FILM,母亲为了报复丈夫，竟然把自己的儿子当成女孩来养！,影视 影视杂谈,cinephile,931,51262,229,3117,31,132,311,342.5575,0.021959606,2334377
加班喵,当初看的时候真的没绷住,影视 影视剪辑,cinephile,340,140772,584,7359,114,650,2925,285.2477778,0.095816714,1469180
抑郁良药,每个人都有他想守护的人,影视 影视剪辑,cinephile,2415,49710,617,5838,139,191,512,698.6838889,0.089330801,556471
萌不咕,不想努力时就来看看宝拉学姐【我们会在腐朽的日子里光芒万丈】,影视 影视剪辑,cinephile,50469,281201,117306,241255,32152,15036,3897,506.8097222,0.083668512,3360894
木子杉影视,小女孩被三个小伙子玷污，爷爷卖房买枪硬核报复#影视剪辑,影视 影视杂谈,cinephile,14078,12929,74,1029,46,113,175,125.6544444,0.020166932,641099
追忆流逝的岁月,憋住，憋住，我真没笑！！！哈哈哈,影视 影视剪辑,cinephile,1204,45645,107,2387,423,199,291,313.8633333,0.06816115,669663
硬核肉叔,600位明星参加她的葬礼！轰动全港！8场演唱会唱不完她的传奇人生《梅艳芳》,影视 影视杂谈,cinephile,9923,162977,1684,14886,372,475,326,700.5538889,0.053190128,3064046
快聊影院,假如男友是巧克力做的，将会是种什么体验，治愈短片,影视 影视杂谈,cinephile,866,183,16,182,4,0,0,80.32277778,0.000463932,394454
饭上十八楼,赤胆忠心只为中国【男儿歌】致敬铮铮铁骨 高燃混剪,影视 影视剪辑,cinephile,43416,29913,12041,11523,3417,962,555,99.36666667,0.171242601,174682
哔斯卡金像奖,大年初一！《喜羊羊与灰太狼》大电影预告上演国民回忆杀,影视 预告·资讯,cinephile,446833,41499,3823,4892,13312,1267,2963,124.2811111,0.06653605,623707
你有十块钱迈,【张桂梅】孤勇者--“你将造你的城邦，在废墟之上”,影视 影视剪辑,cinephile,318,11160,8222,4270,839,364,560,72.11333333,0.133732774,83450
发呆的土豆泥,秦海璐真是演什么像什么！谁不想拥有这样的土豪妈呢！,影视 影视剪辑,cinephile,15458,7138,78,757,431,343,201,33.00361111,0.028433942,251038
半盏流年影xswl,《艾米丽在巴黎》：第一天去新公司上班真的这么尴尬吗,影视 影视杂谈,cinephile,14859,12175,18,559,19,38,58,58.25361111,0.054376468,223902
赤色练歌,望周知：抱不动女主就别演什么霸总男主了！这才是公主抱的正确打开方式。,影视 影视剪辑,cinephile,22078,39308,764,3895,445,1103,2869,128.8355556,0.045331254,867128
棠溪OL,各位彭于晏，你说的都是对的！,影视 影视剪辑,cinephile,155,5332,1700,4163,963,200,310,73.49833333,0.030997117,172016
文西与阿漆,【暴躁解说】印度拍的偶像剧到底有多沙雕？哈哈,影视 影视杂谈,cinephile,1975202,23867,753,980,637,845,335,76.13694444,0.093330726,255725
深圳嗨生活,王一博和黄轩，一场惨烈的battle,影视 影视杂谈,cinephile,223,9650,859,439,641,1540,1364,60.32888889,0.044721061,215782
老驴故事汇,成龙在日本的影响力究竟有多大？无数动漫争相致敬模仿，《火影》更是直接照搬,影视 影视杂谈,cinephile,15110,20673,933,2739,308,1428,1189,98.16444444,0.046747062,442231
俊孩玄晔,那些无法超越的电影画面和台词,影视 影视剪辑,cinephile,187078,254241,106877,171808,8955,4623,1940,588.9427778,0.07093291,3584246
Rarondo9,西川轶事之二五仔协会,影视 影视剪辑,cinephile,248148,11837,8398,2089,978,2031,1125,9.709722222,0.10843517,109162
挖沟连彭沟长,那些放弃中国国籍的人，日本政府不承认，活下去都很难，后悔莫急,影视 影视杂谈,cinephile,177115,8311,183,782,164,3023,1093,57.88638889,0.038542874,215630
睿智剪辑手,子弹不断射向这对母女，开枪的人却只担心打到骡子，电影《捐躯》,影视 影视杂谈,cinephile,7920,4814,472,2882,3,83,77,202.6297222,0.002831756,1700005
黑眼侃片,300斤胖子带领一群怪胎，创造了神话！一个胖子的奥运之路！,影视 影视杂谈,cinephile,3622,4627,596,3715,7,7,23,215.0994444,0.002137545,2164633
是小饽饽呀,在美国，这是张整容就约等于破相的脸,影视 影视剪辑,cinephile,10935,47911,2038,13516,576,568,804,369.2705556,0.033698919,1421737
風哥电影,相恋7年发现男友早已结婚，女人一怒之下举报全家，扯出惊天贪污,影视 影视杂谈,cinephile,27306,31925,4910,2622,2205,6150,2657,122.6052778,0.077162359,413738
